seed,disturbance_level,policy_name,dataset,completed,total,on_time_rate,avg_delay,max_delay,episode_drift,total_shifts,total_switches,num_replans,num_forced_replans,avg_solve_time_ms,total_runtime_s
44,heavy,fixed_tuned,train,16,16,1.0,0.0,0,0.005706788487400732,8,3,49,4,14.612244897959183,0.7490603923797607
44,heavy,mockllm,train,16,16,1.0,0.0,0,0.008824680335097002,4,5,48,4,14.479166666666666,0.732069730758667
47,heavy,greedy,train,14,15,1.0,0.0,0,0.0002700617283950617,2,0,72,5,0.0,0.005017757415771484
46,heavy,fixed_tuned,train,11,11,1.0,0.0,0,0.0003012226970560304,3,0,39,0,14.692307692307692,0.5920038223266602
46,heavy,fixed_default,train,11,11,1.0,0.0,0,0.0010446343779677112,2,1,39,0,14.743589743589743,0.5928406715393066
46,heavy,nofreeze,train,11,11,1.0,0.0,0,0.0010446343779677112,2,1,39,0,14.717948717948717,0.5928406715393066
46,heavy,mockllm,train,11,11,1.0,0.0,0,0.0010446343779677112,2,1,39,0,14.435897435897436,0.5898294448852539
48,heavy,greedy,train,16,18,1.0,0.0,0,0.0016205457351290687,3,4,72,7,0.0,0.005017757415771484
47,heavy,fixed_default,train,15,15,1.0,0.0,0,0.0029006374926513812,4,2,48,4,14.458333333333334,0.7180778980255127
47,heavy,fixed_tuned,train,15,15,1.0,0.0,0,0.0029006374926513812,4,2,48,4,14.666666666666666,0.7341160774230957
47,heavy,nofreeze,train,15,15,1.0,0.0,0,0.0029006374926513812,4,2,48,4,14.8125,0.7347590923309326
47,heavy,mockllm,train,15,15,1.0,0.0,0,0.0029006374926513812,4,2,48,4,14.583333333333334,0.7287380695343018
49,heavy,greedy,train,10,11,1.0,0.0,0,1.929012345679012e-05,1,0,72,5,0.0,0.0030105113983154297
48,heavy,fixed_tuned,train,18,18,1.0,0.0,0,9.686996779388081e-05,4,0,46,3,14.630434782608695,0.7088115215301514
48,heavy,mockllm,train,18,18,1.0,0.0,0,9.686996779388081e-05,4,0,46,3,14.456521739130435,0.7032041549682617
48,heavy,fixed_default,train,18,18,1.0,0.0,0,0.00015901771336553942,6,0,46,5,14.782608695652174,0.709226131439209
48,heavy,nofreeze,train,18,18,1.0,0.0,0,0.00015901771336553942,6,0,46,5,14.717391304347826,0.709226131439209
50,heavy,greedy,train,16,17,1.0,0.0,0,0.0014748677248677248,0,3,72,3,0.0,0.007024526596069336
49,heavy,fixed_tuned,train,11,11,1.0,0.0,0,0.000146780303030303,4,0,44,4,14.863636363636363,0.6772055625915527
49,heavy,fixed_default,train,11,11,1.0,0.0,0,0.000146780303030303,4,0,44,4,14.772727272727273,0.6754438877105713
49,heavy,mockllm,train,11,11,1.0,0.0,0,0.000146780303030303,4,0,44,4,14.181818181818182,0.6565241813659668
49,heavy,nofreeze,train,11,11,1.0,0.0,0,0.000146780303030303,4,0,44,4,14.75,0.6751916408538818
51,heavy,greedy,train,12,13,1.0,0.0,0,0.0046875,0,2,72,4,0.0,0.0030100345611572266
50,heavy,fixed_default,train,17,17,1.0,0.0,0,0.002385634460102545,5,2,47,4,14.319148936170214,0.7039639949798584
50,heavy,fixed_tuned,train,17,17,1.0,0.0,0,0.002385634460102545,5,2,47,4,14.702127659574469,0.7193734645843506
50,heavy,mockllm,train,17,17,1.0,0.0,0,0.002366829388105984,4,2,47,4,14.361702127659575,0.7129418849945068
50,heavy,nofreeze,train,17,17,1.0,0.0,0,0.002385634460102545,5,2,47,4,14.638297872340425,0.7199664115905762
52,heavy,greedy,train,13,14,1.0,0.0,0,4.501028806584362e-05,1,0,72,2,0.0,0.004014253616333008
51,heavy,fixed_default,train,13,13,1.0,0.0,0,0.007516203703703703,1,3,50,3,14.52,0.7526288032531738
51,heavy,nofreeze,train,13,13,1.0,0.0,0,0.007516203703703703,1,3,50,3,14.4,0.7526288032531738
51,heavy,fixed_tuned,train,13,13,1.0,0.0,0,0.0015732797748729118,3,1,51,3,14.784313725490197,0.7839579582214355
51,heavy,mockllm,train,13,13,1.0,0.0,0,0.007516203703703703,1,3,50,3,14.58,0.764169454574585
53,heavy,greedy,train,17,19,1.0,0.0,0,3.401739078822412e-05,4,0,72,2,0.0,0.006020545959472656
52,heavy,fixed_default,train,14,14,1.0,0.0,0,0.0012630837359098228,3,1,46,3,14.326086956521738,0.6901941299438477
52,heavy,fixed_tuned,train,14,14,1.0,0.0,0,0.00026419082125603863,4,0,46,3,14.76086956521739,0.7061991691589355
52,heavy,nofreeze,train,14,14,1.0,0.0,0,0.0012630837359098228,3,1,46,3,14.58695652173913,0.7051470279693604
52,heavy,mockllm,train,14,14,1.0,0.0,0,0.0012630837359098228,3,1,46,3,14.804347826086957,0.7169809341430664
54,heavy,greedy,train,11,12,1.0,0.0,0,0.0,0,0,72,0,0.0,0.0030100345611572266
53,heavy,fixed_default,train,19,19,1.0,0.0,0,0.0005772714604236343,6,1,46,3,14.456521739130435,0.6910016536712646
53,heavy,nofreeze,train,19,19,1.0,0.0,0,0.0005772714604236343,6,1,46,3,14.26086956521739,0.6899440288543701
53,heavy,fixed_tuned,train,19,19,1.0,0.0,0,2.6825529542920843e-05,3,0,46,2,14.521739130434783,0.7070014476776123
53,heavy,mockllm,train,19,19,1.0,0.0,0,0.001072846989966555,8,2,46,3,14.434782608695652,0.700803279876709
55,heavy,greedy,train,10,11,1.0,0.0,0,0.0,0,0,72,0,0.0,0.003010988235473633
54,heavy,fixed_tuned,train,12,12,1.0,0.0,0,0.0,0,0,45,0,14.8,0.6919548511505127
54,heavy,fixed_default,train,12,12,1.0,0.0,0,0.0,0,0,45,0,14.8,0.691352367401123
54,heavy,nofreeze,train,12,12,1.0,0.0,0,0.0,0,0,45,0,14.777777777777779,0.6900010108947754
54,heavy,mockllm,train,12,12,1.0,0.0,0,0.0,0,0,45,0,14.155555555555555,0.671142578125
56,heavy,greedy,train,17,18,1.0,0.0,0,0.002130594135802469,2,5,72,4,0.0,0.004013538360595703
55,heavy,fixed_tuned,train,11,11,1.0,0.0,0,0.0004861111111111111,2,0,40,0,14.625,0.6094970703125
55,heavy,fixed_default,train,11,11,1.0,0.0,0,0.0015,0,1,40,0,14.375,0.5945000648498535
55,heavy,nofreeze,train,11,11,1.0,0.0,0,0.0015,0,1,40,0,14.725,0.6102092266082764
55,heavy,mockllm,train,11,11,1.0,0.0,0,0.0015,0,1,40,0,13.625,0.5751614570617676
57,heavy,greedy,train,9,10,1.0,0.0,0,0.0007169495884773662,1,1,72,2,0.0,0.0020072460174560547
56,heavy,fixed_tuned,train,18,18,1.0,0.0,0,0.0007148963594276093,12,0,48,3,14.625,0.7327125072479248
56,heavy,fixed_default,train,18,18,1.0,0.0,0,0.0004129693930041152,6,0,48,4,14.625,0.7333023548126221
56,heavy,nofreeze,train,18,18,1.0,0.0,0,0.00041859567901234566,6,0,48,3,14.708333333333334,0.7337145805358887
56,heavy,mockllm,train,18,18,1.0,0.0,0,0.0004129693930041152,6,0,48,4,14.375,0.7286968231201172
58,heavy,greedy,train,19,19,1.0,0.0,0,0.0037737922046432682,3,2,47,7,0.0,0.005017280578613281
57,heavy,fixed_default,train,10,10,1.0,0.0,0,3.522544283413848e-05,1,0,46,1,14.521739130434783,0.6866493225097656
57,heavy,fixed_tuned,train,10,10,1.0,0.0,0,3.522544283413848e-05,1,0,46,1,14.826086956521738,0.7024059295654297
57,heavy,nofreeze,train,10,10,1.0,0.0,0,3.522544283413848e-05,1,0,46,1,14.782608695652174,0.7028450965881348
57,heavy,mockllm,train,10,10,1.0,0.0,0,3.522544283413848e-05,1,0,46,1,14.695652173913043,0.6998336315155029
59,heavy,greedy,train,11,13,1.0,0.0,0,4.50906635802469e-05,3,0,72,3,0.0,0.003010988235473633
58,heavy,fixed_tuned,train,19,19,1.0,0.0,0,0.0021871933064308946,12,2,47,5,14.574468085106384,0.7148697376251221
58,heavy,fixed_default,train,19,19,1.0,0.0,0,0.0049814008391136045,6,3,47,5,14.404255319148936,0.7145967483520508
58,heavy,mockllm,train,19,19,1.0,0.0,0,0.0058489287013223186,5,4,47,5,14.23404255319149,0.7093169689178467
58,heavy,nofreeze,train,19,19,1.0,0.0,0,0.004951850011690437,6,3,47,5,14.48936170212766,0.71433424949646
59,heavy,nofreeze,train,13,13,1.0,0.0,0,0.0001311317966903073,4,0,47,3,13.808510638297872,0.6848180294036865
59,heavy,fixed_tuned,train,13,13,1.0,0.0,0,0.0001311317966903073,4,0,47,3,14.46808510638298,0.7157220840454102
59,heavy,fixed_default,train,13,13,1.0,0.0,0,0.0001311317966903073,4,0,47,3,14.127659574468085,0.6999654769897461
59,heavy,mockllm,train,13,13,1.0,0.0,0,0.0001311317966903073,4,0,47,3,13.48936170212766,0.679802656173706
