seed,disturbance_level,policy_name,dataset,completed,total,on_time_rate,avg_delay,max_delay,episode_drift,total_shifts,total_switches,num_replans,num_forced_replans,avg_solve_time_ms,total_runtime_s,llm_calls,llm_time_total_ms,llm_latency_total_ms,llm_prompt_tokens,llm_completion_tokens,llm_total_tokens,llm_cache_hit_rate,llm_fallback_count,solver_time_total_ms,wall_time_total_ms
27,medium,fixed_default,train,20,20,1.0,0.0,0,0.001648047504025765,1,1,46,1,15.065217391304348,0.7109637260437012,0,0,0,0,0,0,0.0,0,693,711
27,medium,nofreeze,train,20,20,1.0,0.0,0,0.001648047504025765,1,1,46,1,15.065217391304348,0.7109637260437012,0,0,0,0,0,0,0.0,0,693,710
27,medium,mockllm,train,20,20,1.0,0.0,0,0.001648047504025765,1,1,46,1,14.608695652173912,0.7147643566131592,46,0,0,0,0,0,0.0,0,672,714
29,medium,greedy,train,18,18,1.0,0.0,0,0.0012396694214876032,0,2,44,1,0.0,0.0060214996337890625,0,0,0,0,0,0,0.0,0,0,6
28,medium,fixed_default,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.789473684210526,0.5817306041717529,0,0,0,0,0,0,0.0,0,562,582
28,medium,fixed_tuned,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.868421052631579,0.5817306041717529,0,0,0,0,0,0,0.0,0,565,583
28,medium,nofreeze,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.81578947368421,0.5822031497955322,0,0,0,0,0,0,0.0,0,563,582
28,medium,mockllm,train,11,11,1.0,0.0,0,0.0,0,0,38,0,14.18421052631579,0.5742435455322266,38,0,0,0,0,0,0.0,0,539,574
30,medium,greedy,train,17,18,1.0,0.0,0,0.0018339646464646461,3,2,72,7,0.0,0.007217884063720703,0,0,0,0,0,0,0.0,0,0,8
29,medium,fixed_tuned,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.931818181818182,0.675915002822876,0,0,0,0,0,0,0.0,0,657,676
29,medium,fixed_default,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.772727272727273,0.675915002822876,0,0,0,0,0,0,0.0,0,650,676
29,medium,nofreeze,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.954545454545455,0.675915002822876,0,0,0,0,0,0,0.0,0,658,675
29,medium,mockllm,train,18,18,1.0,0.0,0,2.2095959595959593e-05,1,0,44,1,14.613636363636363,0.6839437484741211,44,0,0,0,0,0,0.0,0,643,684
31,medium,greedy,train,9,10,1.0,0.0,0,0.0011160714285714285,0,2,72,1,0.0,0.005509376525878906,0,0,0,0,0,0,0.0,0,0,5
30,medium,fixed_tuned,train,18,18,1.0,0.0,0,0.00040404040404040393,8,0,49,3,14.877551020408163,0.7526295185089111,0,0,0,0,0,0,0.0,0,729,752
30,medium,fixed_default,train,18,18,1.0,0.0,0,0.0022932449494949495,6,1,48,3,15.291666666666666,0.7526295185089111,0,0,0,0,0,0,0.0,0,734,752
30,medium,nofreeze,train,18,18,1.0,0.0,0,0.0022932449494949495,6,1,48,3,14.833333333333334,0.7360796928405762,0,0,0,0,0,0,0.0,0,712,737
30,medium,mockllm,train,18,18,1.0,0.0,0,0.0022932449494949495,6,1,48,3,14.916666666666666,0.7566585540771484,48,0,0,0,0,0,0.0,0,716,757
32,medium,greedy,train,9,11,1.0,0.0,0,0.0020833333333333333,0,1,72,2,0.0,0.004014253616333008,0,0,0,0,0,0,0.0,0,0,4
31,medium,fixed_default,train,10,10,1.0,0.0,0,0.0020470848595848597,2,2,39,1,14.76923076923077,0.5942084789276123,0,0,0,0,0,0,0.0,0,576,595
31,medium,nofreeze,train,10,10,1.0,0.0,0,0.0020470848595848597,2,2,39,1,14.794871794871796,0.5942084789276123,0,0,0,0,0,0,0.0,0,577,594
31,medium,fixed_tuned,train,10,10,1.0,0.0,0,0.0020470848595848597,2,2,39,1,14.717948717948717,0.5942084789276123,0,0,0,0,0,0,0.0,0,574,595
